217365,20716,1,2,Mensual,2007-05-06,1865.28
190412,18157,2,2,Anual,2012-07-04,63291.61
250209,23651,1,1,Mensual,2007-06-24,2187.44
221779,21124,1,1,Semestral,2011-11-16,34388.9
223935,21740,2,5,Mensual,2014-06-21,2588.77
201331,19794,2,2,Semestral,2015-06-06,11290.49
215497,20563,2,3,Mensual,2010-07-13,2184.82
97392,9600,2,2,Semestral,2012-11-16,5069.05
923,923,2,4,Anual,2007-01-29,7262.52
305997,28864,2,1,Mensual,2013-07-18,1463.3
134244,12591,1,1,Mensual,2006-04-07,2220.4
30449,3665,2,3,Anual,2015-11-24,25373.88
4995,754,2,6,Mensual,2011-02-04,6567.52
52098,5503,2,6,Semestral,2016-05-19,4319.97
12265,1999,1,5,Anual,2002-01-17,16536.12
252092,23365,2,3,Mensual,2005-12-04,1731.56
23651,2998,2,1,Mensual,2008-10-19,1893.75
136525,13358,2,6,Mensual,2004-05-09,1589.88
157728,15070,2,1,Única,2009-08-23,39978.01
19192,1436,2,4,Mensual,2007-12-10,2356.44
106182,10193,2,6,Semestral,2010-07-19,8740.19
101601,9930,2,4,Mensual,2005-01-21,776.38
277602,26421,2,6,Mensual,2004-11-05,2498.8
105036,10684,2,4,Única,2005-09-23,22918.37
39680,3207,1,2,Mensual,2012-04-29,944.01
177081,16482,2,1,Mensual,2006-11-02,6162.25
129296,12926,2,5,Mensual,2009-05-21,6017.49
71391,6523,2,5,Mensual,2012-02-03,700.18
261197,24136,2,3,Mensual,2003-02-07,1640.79
253693,24368,2,5,Anual,2008-08-20,68228.06
2398,174,2,2,Semestral,2006-09-03,32634.9
73053,7918,2,4,Mensual,2012-01-14,6515.31
242615,23144,2,2,Semestral,2009-04-08,3983.63
105807,10640,2,2,Anual,2009-12-22,19310.87
239104,22434,2,4,Mensual,2015-04-23,2824.49
276376,26448,2,5,Anual,2001-08-17,22791.84
304882,28792,2,1,Mensual,2010-07-10,1657.54
222447,21049,1,3,Anual,2008-05-16,60853.74
265419,25138,1,3,Mensual,2004-06-06,1021.51
313499,29623,2,3,Mensual,2016-12-22,6189.61
9613,945,2,1,Mensual,2013-09-22,1956.95
143853,13343,1,2,Mensual,2009-09-30,1480.69
199495,18740,2,2,Mensual,2008-07-26,428.91
213756,20228,1,4,Mensual,2013-01-22,2360.87
222624,21320,2,4,Mensual,2000-06-23,2323.74
99181,9864,2,5,Mensual,2011-09-21,2797.02
240235,22562,1,5,Mensual,2009-04-30,2473.78
22516,2253,2,3,Semestral,2010-09-14,12647.21
260419,24185,2,2,Mensual,2002-11-11,6132.99
171301,16236,2,3,Semestral,2005-12-16,10322.21
279668,26697,2,5,Semestral,2007-01-04,35059.48
315301,29507,2,4,Mensual,2009-12-12,597.51
119767,11761,1,4,Mensual,2001-05-04,6493.4
134626,12483,1,6,Mensual,2010-06-23,1092.87
53050,5662,2,2,Mensual,2014-10-10,2131.76
10292,1359,2,4,Semestral,2015-12-12,8876.25
303516,28274,2,2,Mensual,2007-07-30,1718.67
80633,7219,2,2,Mensual,2017-03-30,1776.38
123393,11246,2,2,Mensual,2005-05-09,2642.22
94209,9277,2,1,Mensual,2017-01-09,1773.1
992,992,2,2,Semestral,2014-04-30,7009.98
96121,9808,2,4,Anual,2005-12-22,6041.8
157303,14886,2,6,Mensual,2004-02-27,881.95
17141,1629,1,4,Mensual,2002-08-07,6297.67
131296,12563,2,3,Mensual,2009-12-01,6061.36
244483,23087,2,5,Mensual,2013-01-20,1000.77
59833,5860,2,4,Mensual,2003-09-22,630.37
67539,6619,2,1,Mensual,2004-01-26,2735.98
25672,2499,2,3,Mensual,2008-12-21,6153.84
163115,15657,2,2,Mensual,2002-02-06,1006.74
109739,10735,1,1,Mensual,2005-08-27,2752.69
244199,23555,2,3,Mensual,2004-09-18,1772.68
122285,11564,1,6,Mensual,2006-09-15,1574.8
131295,12559,2,5,Mensual,2009-12-03,1301.91
277773,26744,2,3,Semestral,2005-09-28,6393.45
2585,518,2,6,Mensual,2010-11-11,6390.96
279445,26952,1,3,Semestral,2009-12-02,4594.14
203395,19781,1,1,Mensual,2015-03-06,864.67
173569,16508,2,6,Mensual,2004-06-28,1961.16
112611,10155,2,4,Mensual,2004-11-26,6488.6
187877,17644,1,5,Mensual,2017-12-17,1442.04
78142,7764,2,3,Mensual,2015-12-19,2888.65
52152,5557,2,1,Anual,2012-01-27,5374.6
19806,1805,2,6,Mensual,2009-07-04,1949.17
211018,20184,2,4,Anual,2012-05-19,18165.83
121476,11339,2,4,Mensual,2002-05-28,6108.22
40041,3630,2,6,Mensual,2010-05-31,1561.48
236188,22215,2,6,Mensual,2008-03-28,1986.34
22986,2239,2,1,Semestral,2008-12-25,9000.63
223489,21787,2,3,Mensual,2016-11-30,1993.3
204974,19495,1,6,Mensual,2006-04-30,1313.98
29450,2056,2,2,Mensual,2013-12-12,2367.25
10103,1170,1,4,Mensual,2010-12-24,6151.28
11521,1817,2,1,Mensual,2010-08-09,1190.63
310825,29206,2,6,Semestral,2015-05-17,20091.61
231321,21714,1,1,Mensual,2011-03-03,6478.04
121229,11152,2,4,Mensual,2004-03-26,6057.64
238581,22959,2,1,Mensual,2010-07-30,2296.06
186234,17751,2,5,Mensual,2009-04-03,2172.21
151771,14732,1,2,Mensual,2002-01-12,1604.24
317682,29030,2,3,Mensual,2010-08-12,6248.49
81679,7125,2,2,Mensual,2005-08-19,6585.34
182976,17055,2,3,Mensual,2007-10-09,2868.06
52703,5150,2,3,Semestral,2016-01-17,33806.98
31184,3546,2,6,Anual,2005-11-24,10510.65
308065,29156,1,2,Única,2000-09-02,66084.26
251207,23555,2,3,Mensual,2007-06-05,1776.18
102154,9388,1,4,Mensual,2004-12-10,2153.83
267251,25573,2,4,Mensual,2004-10-03,2687.69
155376,14463,1,2,Mensual,2005-05-21,556.77
76351,7229,1,2,Mensual,2011-07-12,1424.68
44083,4596,2,5,Mensual,2009-11-12,1806.71
133347,12540,2,6,Mensual,2008-03-02,6248.51
120483,11747,1,2,Mensual,2003-12-29,2052.86
306394,28373,2,4,Mensual,2013-10-04,656.6
26449,2578,2,1,Mensual,2016-09-29,2469.72
214398,20171,2,6,Mensual,2007-06-07,2781.22
230455,21373,2,6,Mensual,2008-01-09,1933.12
37318,3260,2,1,Mensual,2013-08-10,6422.3
92136,8030,2,5,Mensual,2005-06-07,1755.13
163546,15566,2,5,Mensual,2015-04-15,2631.05
241705,23193,2,1,Anual,2014-04-20,8780.17
282391,26902,2,6,Mensual,2008-09-28,2408.9
154997,14041,2,5,Mensual,2012-10-04,1639.19
314551,29052,2,3,Mensual,2008-04-29,2010.01
112518,10679,2,1,Mensual,2009-05-07,6010.61
202657,19011,2,4,Mensual,2007-06-15,1782.48
9513,700,2,1,Mensual,2010-10-31,684.26
300535,28360,1,2,Mensual,2011-03-24,2232.75
175220,16487,1,1,Mensual,2014-02-04,6132.85
42747,4829,2,1,Mensual,2017-11-25,2311.6
225281,21744,1,1,Mensual,2014-04-04,1404.66
11268,1457,2,5,Semestral,2010-11-02,35057.61
31395,3858,2,4,Anual,2002-04-23,32638.53
291240,27455,2,2,Semestral,2013-12-08,4859.29
171386,16412,2,1,Mensual,2015-04-08,2059.76
54918,5173,1,5,Semestral,2008-01-19,11809.43
192683,18896,2,1,Mensual,2002-05-07,848.25
72342,7207,2,5,Mensual,2005-02-20,1763.87
11013,1116,2,4,Mensual,2006-01-15,2405.83
127670,12577,2,4,Semestral,2014-09-11,36104.87
8500,589,2,4,Mensual,2004-08-31,2147.26
219663,20847,1,1,Mensual,2015-10-31,473.4
99742,9359,2,6,Mensual,2013-02-01,2743.52
217314,20443,1,3,Mensual,2017-06-17,2018.4
75241,7405,2,1,Semestral,2010-04-07,4973.16
116379,11547,2,6,Semestral,2001-08-16,18829.46
218316,20819,2,3,Mensual,2007-12-19,1752.59
232820,22641,2,4,Anual,2013-10-24,40383
288216,27191,2,6,Anual,2014-07-27,16249
172961,16332,2,1,Mensual,2014-03-10,1103.29
43487,4190,2,5,Semestral,2017-07-03,22468.37
168458,15490,2,1,Mensual,2004-06-02,1885.58
39050,3628,2,4,Mensual,2011-08-25,735.7
123989,11918,1,3,Mensual,2014-05-26,2107.76
113051,10264,2,3,Mensual,2008-08-11,575.44
255714,24803,1,6,Mensual,2015-08-18,674.23
198816,18948,2,4,Mensual,2005-02-01,1088.92
38587,3137,1,1,Mensual,2016-06-27,6024.77
42228,4006,2,2,Mensual,2016-07-08,2141.73
56516,5882,2,6,Mensual,2013-07-22,6177.55
61804,6312,2,5,Única,2017-04-22,14080.65
42710,4771,2,6,Semestral,2014-09-22,4919.78
149380,14359,2,2,Mensual,2010-04-01,2209.61
14467,1765,2,6,Mensual,2011-01-23,1943.75
190363,18092,2,4,Semestral,2015-02-10,3783.97
190858,18772,1,2,Anual,2008-05-03,19543.2
304303,28345,1,2,Mensual,2013-04-16,2326.54
171425,16482,2,1,Mensual,2004-09-13,6004.07
104667,10315,1,1,Mensual,2014-03-01,1940
214915,20090,2,3,Mensual,2009-12-30,1048.19
212230,20921,2,6,Semestral,2015-03-13,35920.56
298171,28663,2,4,Única,2014-02-19,3427640.21
213903,20668,2,5,Semestral,2012-05-16,13557.85
209132,19040,2,5,Mensual,2015-05-17,2208.37
58308,5269,2,4,Mensual,2005-05-10,2090.82
257180,24291,2,6,Mensual,2004-05-19,6440.98
263283,24022,2,6,Mensual,2007-04-27,1107.3
41794,4421,1,4,Semestral,2014-05-27,15743
180885,17339,2,4,Mensual,2017-05-20,6188.56
73792,7902,2,2,Semestral,2016-02-17,7521.41
233452,22601,2,6,Semestral,2011-10-19,32494.92
302548,28741,2,1,Mensual,2009-02-03,1784.3
12970,1397,2,2,Mensual,2014-06-15,2295.34
53220,5902,2,5,Mensual,2009-05-18,6251.3
145815,13201,2,4,Mensual,2006-12-21,6103.27
197493,18654,2,4,Mensual,2006-02-18,1494.89
97673,9421,2,6,Semestral,2016-03-05,36171.39
189553,18259,2,5,Única,2011-11-26,6126435.6
134407,12783,2,4,Mensual,2002-11-09,6331.86
236302,22751,2,1,Mensual,2015-03-16,6377.32
151856,14018,2,6,Mensual,2013-10-07,409.15
201622,19229,2,4,Anual,2017-06-25,13406.28
166563,15889,2,4,Mensual,2017-09-05,626.18
99125,9691,1,3,Mensual,2011-03-20,889.14
11611,1943,1,2,Anual,2013-08-07,18855.29
294056,27644,2,2,Mensual,2008-12-20,1095.55
235970,22285,2,3,Mensual,2005-09-17,2354.23
301176,28917,2,4,Mensual,2009-05-17,1442.45
230977,21566,2,4,Mensual,2016-02-16,6344.19
5463,852,2,3,Mensual,2004-06-20,1977.32
198122,18373,2,1,Mensual,2005-09-24,1028.09
50683,4950,2,4,Mensual,2016-11-09,970.82
296646,27287,1,1,Mensual,2014-01-20,6088.41
52117,5522,2,5,Única,2002-06-22,2192282.74
250407,23050,2,6,Mensual,2005-02-23,2558.79
58437,5041,2,4,Mensual,2017-01-17,1038.37
12342,1162,2,4,Mensual,2012-04-11,974.73
306167,28359,2,3,Mensual,2007-11-20,6251.17
274908,25773,2,2,Mensual,2012-10-01,697.52
157124,14886,2,6,Mensual,2003-11-29,820.18
215957,20600,2,6,Mensual,2008-10-22,2628.14
124343,11256,2,2,Mensual,2014-12-28,2115.26
287776,27534,2,6,Anual,2009-12-21,4099.35
307805,28801,2,4,Mensual,2015-04-16,6361.53
62487,6995,2,1,Semestral,2002-12-09,8755.51
297372,27687,2,1,Mensual,2006-06-08,819.6
254001,24795,2,3,Semestral,2016-06-02,35256.76
104009,9783,2,4,Mensual,2012-09-15,6000.49
191941,18450,2,1,Anual,2004-07-26,63833.68
187336,17209,2,3,Mensual,2008-04-01,6254.81
136957,13790,2,6,Anual,2005-05-22,15626.62
1151,223,2,2,Anual,2001-12-08,29964.89
48531,4411,1,3,Mensual,2007-04-24,1713.27
215952,20580,1,4,Mensual,2014-04-23,1848.71
137250,13108,2,4,Mensual,2002-04-25,2289.15
36465,3787,2,1,Mensual,2001-12-25,2102.74
38436,3064,2,6,Mensual,2015-06-06,6554.67
111827,10527,2,2,Mensual,2010-09-25,1751.46
233375,22485,1,3,Anual,2003-10-20,21733.26
281490,26871,1,6,Mensual,2011-07-04,1683.15
135098,12608,2,3,Mensual,2016-05-18,6185.41
121650,11234,2,3,Mensual,2003-01-25,6585.93
135299,12655,2,1,Mensual,2004-04-07,2111.19
130402,12592,2,2,Mensual,2014-07-28,1607.2
159616,15299,2,4,Semestral,2001-08-03,11119.43
144250,13894,2,1,Mensual,2011-04-26,995.54
47963,4171,2,4,Mensual,2013-12-23,2717.1
306944,28913,1,2,Mensual,2003-09-18,2712.09
154278,14902,2,4,Mensual,2002-10-24,1599.72
303985,28576,2,2,Mensual,2012-07-22,1272.87
250296,23234,2,2,Mensual,2007-05-04,1991.52
228315,21794,1,2,Mensual,2009-12-27,2245.58
165383,15675,1,1,Mensual,2009-08-02,874.66
284958,26508,1,1,Mensual,2011-03-07,1531.85
193954,18685,2,1,Mensual,2006-11-06,1569.11
307553,28566,2,3,Mensual,2006-01-12,1774.09
253432,24015,2,5,Anual,2004-03-02,11754.55
113982,10371,2,2,Mensual,2009-09-04,1045.84
173036,16557,2,1,Mensual,2011-11-05,1018.12
238449,22109,2,6,Mensual,2016-01-12,1025.18
60164,5883,2,3,Mensual,2005-06-11,1565.79
291072,27899,2,5,Semestral,2010-11-20,20280.05
116867,11261,2,3,Mensual,2014-03-03,891.69
221156,21471,2,2,Anual,2006-12-13,22271.5
17915,1629,1,4,Mensual,2003-01-04,6094.43
128862,12810,2,1,Semestral,2003-07-06,2744.51
268392,25971,2,5,Semestral,2010-01-20,35537.89
275598,26521,2,4,Anual,2016-09-09,18571.86
178923,16345,2,6,Mensual,2005-04-06,1682.55
218951,20563,2,3,Mensual,2012-03-04,2646.12
226261,21748,2,2,Mensual,2010-07-14,1304.47
289958,27501,1,4,Mensual,2011-04-07,614.36
300195,28644,1,2,Semestral,2008-08-25,10916.73
81707,7422,2,4,Mensual,2008-10-13,1264.39
297303,27975,2,4,Mensual,2010-08-25,2504.4
301488,28861,2,3,Mensual,2017-11-29,1624.74
77701,7999,2,2,Mensual,2001-04-30,1943.14
92209,8557,2,2,Mensual,2007-08-09,2638.78
298123,28615,2,2,Anual,2013-07-09,23954
188631,17572,2,2,Mensual,2008-12-05,1082.98
115812,11816,1,4,Única,2002-10-01,7480919.18
265312,25971,2,5,Semestral,2006-08-09,34769.69
262917,24402,2,6,Mensual,2016-06-01,2787.73
77023,7423,1,2,Mensual,2007-11-09,1075.13
34175,3039,2,1,Mensual,2015-06-19,2162.27
256902,24318,2,3,Mensual,2015-06-07,2617.74
137492,13424,2,6,Anual,2007-07-18,9538.93
309003,29137,2,5,Anual,2017-12-03,31269.86
157952,15294,2,3,Mensual,2017-07-09,1194.32
97704,9510,2,5,Semestral,2006-07-04,12412.74
228832,21014,2,5,Mensual,2005-10-05,2881.05
123087,11194,2,1,Mensual,2003-04-17,2154.81
250053,23538,1,6,Mensual,2002-08-20,1314.76
57826,5526,2,2,Mensual,2016-05-15,2471.07
264069,25486,2,6,Anual,2003-10-17,7466.93
80727,7887,2,6,Mensual,2016-09-21,2729.46
313628,29266,2,3,Mensual,2013-11-25,2686.93
44318,4162,1,3,Semestral,2016-02-17,37635.32
180364,17571,2,2,Mensual,2010-05-19,6349.37
66832,6470,2,2,Mensual,2001-05-05,1120.16
171333,16299,2,1,Mensual,2002-10-15,1782.3
165159,15462,1,5,Mensual,2016-02-01,1851.27
129698,12129,2,4,Mensual,2004-12-07,834.61
125080,11733,2,1,Mensual,2004-12-16,6129.16
309158,29366,1,3,Mensual,2000-04-08,6268.39
86402,8112,2,2,Mensual,2012-11-25,2292.78
81896,7422,2,4,Mensual,2008-12-12,1882.27
56746,5927,2,2,Mensual,2012-10-05,636.77
165603,15911,2,3,Mensual,2002-09-03,1776
4227,811,2,2,Mensual,2013-02-07,2382.55
121408,11007,2,3,Mensual,2001-07-26,2363.34
210430,20553,2,1,Mensual,2017-03-01,1284.55
300778,28874,2,4,Semestral,2009-08-12,4565.26
50693,4067,2,5,Mensual,2016-02-24,1681.77
122031,11213,2,6,Mensual,2013-03-07,425.65
185028,17126,1,6,Mensual,2002-05-01,2355.19
207582,19326,1,4,Mensual,2017-08-08,1206.47
190166,18872,1,3,Semestral,2017-11-29,4769.26
155403,14685,2,6,Mensual,2008-04-20,598.52
102011,9420,1,6,Mensual,2006-09-20,2121.84
153472,14925,2,4,Mensual,2013-12-31,6407.81
43343,4888,1,4,Anual,2010-12-01,60192.85
227024,21187,2,5,Mensual,2015-01-21,932.51
170043,16318,2,3,Anual,2010-01-12,11202.29
86112,8462,2,3,Semestral,2014-01-10,17055.39
252511,24086,2,1,Anual,2005-05-06,15830.21
150838,14683,2,4,Mensual,2011-05-13,1659.56
311113,29850,2,4,Semestral,2002-04-19,10525.18
60091,5188,2,4,Mensual,2016-12-22,6543.5
232774,22577,1,5,Semestral,2016-04-25,22442.55
9562,780,2,3,Mensual,2011-05-22,2119.05
68465,6033,2,2,Mensual,2016-10-11,2742.31
234526,22683,2,4,Semestral,2002-12-28,2581.99
79220,7614,2,6,Mensual,2009-03-07,551.69
192824,18265,2,4,Semestral,2008-04-03,7101.75
162272,15376,2,2,Mensual,2006-12-01,1074.26
2629,588,2,4,Anual,2011-07-11,20593.41
206875,19628,2,2,Mensual,2017-06-15,1509.49
85067,8593,2,3,Semestral,2011-01-16,32226.27
203432,19880,2,3,Mensual,2006-12-12,1241.95
276150,26102,2,1,Anual,2011-12-30,13498.31
310525,29588,1,1,Anual,2012-03-03,25676.84
130382,12525,2,1,Mensual,2017-02-07,2333.93
79293,7966,2,6,Mensual,2008-04-30,2000.96
38625,3382,2,3,Mensual,2007-05-28,807.09
83240,8293,2,2,Semestral,2012-08-29,21421.92
46174,4683,2,3,Mensual,2016-06-22,1381.33
203363,19694,2,2,Mensual,2014-06-23,6596.69
110773,10167,2,5,Mensual,2014-06-19,1951.98
275472,26395,2,5,Semestral,2014-04-24,36162.11
136441,13274,2,4,Única,2016-05-05,21588.52
12520,1471,2,5,Semestral,2013-10-19,36381.37
101177,9551,2,1,Mensual,2002-08-02,2557.48
54332,5838,2,2,Anual,2015-02-07,20718.4
313336,29882,2,1,Mensual,2006-02-23,1911.01
153191,14660,2,1,Mensual,2008-11-19,6365.62
315122,29367,1,2,Mensual,2017-01-20,1196.55
217836,20618,2,3,Mensual,2008-12-07,6204.73
209855,19731,2,1,Mensual,2006-05-04,2279.38
208966,19919,2,1,Mensual,2009-06-17,317.99
133067,12820,2,2,Mensual,2013-04-27,2153.76
293175,27496,2,2,Mensual,2008-02-19,2608.49
12016,1578,2,4,Semestral,2013-12-25,3517.63
228519,21006,2,4,Mensual,2007-04-03,6055.09
147631,14817,1,4,Anual,2002-04-11,7979.77
287499,27158,2,1,Semestral,2006-07-11,35488.26
63129,6878,2,4,Anual,2012-01-02,14617.57
7124,980,2,6,Mensual,2003-05-14,1508.18
136356,13189,2,4,Anual,2004-01-20,18391.39
144962,13820,2,2,Mensual,2010-09-10,2633.16
9012,733,2,2,Mensual,2006-03-13,6537.67
152718,14595,2,5,Mensual,2011-07-15,1200.63
281951,26891,2,4,Mensual,2015-02-27,1771.24
216216,20805,1,1,Mensual,2012-12-29,753.96
262134,24293,2,1,Mensual,2014-10-28,2667.62
187060,17126,1,6,Mensual,2003-04-26,458.75
120237,11701,2,5,Mensual,2006-06-16,2731.28
15506,1194,2,3,Mensual,2005-08-25,1672.55
42826,4943,2,3,Anual,2015-07-03,8437.67
20794,2690,1,3,Única,2011-05-05,20822.4
305560,28410,2,5,Mensual,2003-06-20,1754.4
181522,17388,1,4,Mensual,2014-09-09,2470.36
121030,11213,2,6,Mensual,2012-10-08,2007.23
65001,6417,1,1,Mensual,2010-01-14,1428.34
221201,21516,2,4,Única,2013-04-09,23068.31
214675,20160,2,4,Mensual,2004-09-17,1620.59
203326,19577,2,3,Mensual,2013-05-10,6456.48
151005,14145,2,1,Mensual,2007-10-16,6236.89
315049,29941,2,4,Mensual,2016-10-07,2053.28
20492,2388,2,2,Semestral,2002-06-17,5721.41
226131,21205,1,2,Mensual,2012-12-20,6077.24
179650,17695,2,3,Única,2017-01-15,20333.7
30907,3178,2,6,Anual,2002-03-21,68783.71
115046,11050,1,3,Semestral,2016-04-01,16073.06
272045,25450,2,1,Mensual,2008-03-06,6578.84
241724,23212,2,2,Semestral,2016-06-16,8059.29
271404,25015,2,3,Mensual,2017-04-04,357.07
172663,16441,2,6,Semestral,2009-03-16,23898.28
237153,22788,2,1,Mensual,2011-12-08,898.27
88460,8921,2,1,Mensual,2017-05-25,1368.99
8576,216,2,5,Mensual,2014-08-19,2295.15
83990,8066,2,2,Semestral,2004-03-29,22915.17
286042,26391,1,4,Mensual,2010-05-22,1584.68
247117,23318,2,1,Mensual,2013-08-14,1687.07
210653,20776,2,1,Semestral,2004-04-09,8213.62
125999,12422,2,6,Semestral,2015-06-30,1930.3
72265,7130,2,6,Mensual,2014-08-02,2562.43
44917,4885,2,1,Mensual,2011-06-05,1934.09
110536,10103,2,3,Mensual,2005-09-28,6124.54
304068,28066,2,3,Mensual,2015-08-20,2389.61
277823,26835,2,5,Semestral,2016-10-01,34764.56
315776,29769,1,6,Mensual,2017-08-27,6593.02
57783,5244,2,3,Mensual,2008-03-08,1100.97
264236,25653,2,3,Semestral,2001-08-24,5017.95
11672,1043,2,4,Mensual,2002-01-01,1476.05
221547,21862,2,5,Anual,2011-07-05,52890.69
178955,16927,2,1,Mensual,2007-10-03,832.93
142885,13880,2,3,Mensual,2010-12-12,1750.98
272942,25866,2,3,Mensual,2007-11-17,392.06
310009,29672,1,6,Semestral,2004-01-31,34535.56
47860,4608,2,4,Mensual,2002-10-19,668.41
196167,18729,2,5,Mensual,2003-09-28,785.47
2164,746,2,6,Anual,2002-09-02,67413.89
85503,8298,1,5,Semestral,2017-01-09,32063.74
261493,24193,2,2,Mensual,2007-05-26,1760.19
67056,6441,2,1,Mensual,2015-08-21,2437.94
79306,7010,2,4,Mensual,2013-11-21,2313.97
28436,2580,2,5,Mensual,2017-03-25,975.15
191625,18907,2,4,Anual,2009-01-17,32391.37
36316,3084,2,4,Mensual,2014-07-18,1771.87
108667,10791,2,2,Mensual,2003-08-08,1215.55
284106,26331,2,2,Mensual,2011-05-02,1508.29
206659,19312,2,1,Mensual,2002-07-20,6403.61
106574,10805,2,3,Semestral,2014-06-22,32501.4
209816,19986,2,2,Mensual,2013-09-16,2885.53
196755,18944,2,5,Mensual,2013-10-25,2674.76
199013,18293,2,4,Mensual,2004-02-27,1000.4
12365,1195,2,1,Mensual,2013-11-13,6303.09
104051,9697,1,6,Mensual,2009-07-10,2693.39
156616,14925,2,4,Mensual,2015-08-23,6298.69
278983,26587,1,3,Mensual,2001-05-09,6493.97
182037,17418,2,5,Mensual,2006-01-20,6145.94
309879,29460,1,6,Anual,2005-07-02,19413.47
144695,13879,2,4,Mensual,2014-09-19,1086.48
306785,28257,2,6,Mensual,2007-07-15,2266.81
105671,10439,2,2,Mensual,2010-02-06,2395.28
135643,12746,2,2,Mensual,2010-07-22,2686.46
245230,23769,2,2,Mensual,2010-08-21,2037.88
177482,16702,2,4,Mensual,2012-06-17,2195.78
223533,21878,2,6,Anual,2015-09-03,27010.67
103233,9154,2,1,Mensual,2016-08-27,2032.39
202711,19127,2,3,Semestral,2013-04-25,4666.16
296475,27423,2,2,Mensual,2014-04-17,1693.44
112931,10349,1,4,Mensual,2007-03-31,884.14
131358,12840,2,6,Mensual,2009-03-07,6075.51
297791,28283,2,5,Única,2006-03-12,19858.94
159782,15564,2,3,Mensual,2011-06-18,2337.58
223543,21904,2,6,Mensual,2004-03-20,406.32
16158,1335,1,3,Mensual,2016-11-30,946.35
157017,14461,2,6,Mensual,2005-05-22,671.57
178165,16152,2,2,Mensual,2003-08-03,2484.93
233542,22737,2,6,Anual,2006-12-25,28512
168536,15915,2,5,Mensual,2009-01-09,6547.41
305068,28962,2,5,Mensual,2014-09-14,1122.35
151982,14520,2,4,Mensual,2011-01-15,2656.47
103448,9511,2,6,Mensual,2004-09-18,1031.87
70444,6819,1,2,Mensual,2014-10-02,587.55
186576,17837,2,3,Mensual,2007-08-11,2396.73
