179,1163,179,1,300000.00,5%,6,2,1
180,1170,180,5,5000000.00,20%,10,10,2
181,1187,181,4,2000000.00,15%,6,11,2
182,1204,182,3,900000.00,10%,8,8,1
183,1206,183,2,350000.00,5%,3,3,2
184,1208,184,5,5000000.00,20%,11,13,3
185,1211,185,6,9500000.00,22%,20,14,3
186,1212,186,2,250000.00,5%,5,2,2
187,1217,187,3,800000.00,10%,8,6,2
188,1227,188,3,1000000.00,10%,6,5,2
189,1234,189,4,1250000.00,15%,7,10,3
190,1238,190,5,5500000.00,20%,10,13,2
191,1239,191,5,6000000.00,20%,11,9,3
192,1242,192,6,8000000.00,22%,18,17,3
193,1248,193,2,250000.00,5%,3,4,1
194,1251,194,4,1750000.00,15%,6,6,2
195,1252,195,6,7500000.00,22%,16,24,4
196,1254,196,6,7000000.00,22%,12,17,3
197,1257,197,3,600000.00,10%,7,8,1
198,1263,198,1,250000.00,5%,3,6,2
199,1265,199,3,500000.00,10%,5,7,1
200,1269,200,6,8000000.00,22%,13,23,4
201,1275,201,6,6500000.00,22%,13,19,4
202,1278,202,5,5500000.00,20%,9,11,3
203,1283,203,2,300000.00,5%,5,5,2
204,1292,204,3,600000.00,10%,5,6,2
205,1297,205,2,300000.00,5%,5,5,1
206,1299,206,5,5000000.00,20%,8,9,3
207,1304,207,4,1000000.00,15%,10,11,3
208,1306,208,1,350000.00,5%,6,2,1
209,1317,209,1,450000.00,5%,3,3,1
210,1320,210,1,300000.00,5%,5,5,2
211,1338,211,3,900000.00,10%,6,5,2
212,1341,212,2,450000.00,5%,6,5,2
213,1343,213,5,5500000.00,20%,10,10,2
214,1359,214,5,5500000.00,20%,9,11,2
215,1383,215,6,9500000.00,22%,16,17,3
216,1384,216,6,8500000.00,22%,14,21,3
217,1385,217,6,8500000.00,22%,12,20,3
218,1389,218,5,5000000.00,20%,10,12,3
219,1396,219,3,600000.00,10%,5,6,2
220,1409,220,6,9500000.00,22%,10,14,4
221,1415,221,1,350000.00,5%,3,3,1
222,1419,222,1,300000.00,5%,5,3,1
223,1421,223,3,500000.00,10%,6,4,2
224,1427,224,6,8500000.00,22%,13,24,2
225,1430,225,5,5000000.00,20%,10,13,2
226,1437,226,2,300000.00,5%,6,3,2
227,1439,227,3,1000000.00,10%,6,5,2
228,1442,228,3,700000.00,10%,5,5,2
229,1447,229,2,400000.00,5%,4,2,1
230,1449,230,4,2250000.00,15%,8,8,2
231,1452,231,5,5500000.00,20%,8,9,2
232,1458,232,3,900000.00,10%,5,10,1
233,1459,233,2,500000.00,5%,6,2,1
234,1477,234,3,600000.00,10%,4,9,2
235,1478,235,6,7000000.00,22%,16,24,3
236,1479,236,2,300000.00,5%,3,5,1
237,1480,237,2,350000.00,5%,5,3,1
238,1482,238,6,10000000.00,22%,12,21,2
239,1487,239,2,400000.00,5%,3,5,1
240,1495,240,4,1250000.00,15%,6,9,3
241,1496,241,5,5500000.00,20%,8,14,3
242,1498,242,4,2500000.00,15%,7,9,3
243,1500,243,1,450000.00,5%,3,5,1
244,1514,244,5,3500000.00,20%,12,12,2
245,1516,245,4,2500000.00,15%,8,9,3
246,1530,246,4,2250000.00,15%,10,8,2
247,1531,247,5,5500000.00,20%,11,8,3
248,1540,248,4,1500000.00,15%,9,8,3
249,1542,249,1,300000.00,5%,3,6,1
250,1543,250,3,900000.00,10%,7,5,2
251,1544,251,6,7000000.00,22%,17,21,2
252,1548,252,6,7000000.00,22%,15,21,2
253,1561,253,5,4500000.00,20%,11,8,2
254,1562,254,6,9500000.00,22%,20,17,4
255,1570,255,6,9000000.00,22%,14,16,4
256,1580,256,4,1500000.00,15%,6,10,3
257,1589,257,4,1500000.00,15%,9,6,3
258,1594,258,1,500000.00,5%,3,3,2
259,1598,259,4,2250000.00,15%,8,11,3
260,1599,260,2,450000.00,5%,5,2,1
261,1605,261,4,2000000.00,15%,7,8,3
262,1620,262,4,2250000.00,15%,7,10,3
263,1622,263,5,3000000.00,20%,10,8,3
264,1630,264,1,500000.00,5%,5,2,2
265,1635,265,5,4000000.00,20%,12,11,2
266,1640,266,2,500000.00,5%,5,6,2
267,1651,267,1,300000.00,5%,3,4,2
268,1654,268,6,7500000.00,22%,20,14,2
269,1657,269,2,300000.00,5%,3,4,2
270,1666,270,1,450000.00,5%,6,5,2
271,1684,271,1,300000.00,5%,5,4,1
272,1693,272,2,350000.00,5%,6,2,1
273,1696,273,1,500000.00,5%,6,5,1
274,1698,274,5,5500000.00,20%,8,11,3
275,1702,275,5,6000000.00,20%,8,9,3
276,1710,276,1,350000.00,5%,6,3,1
277,1712,277,1,450000.00,5%,3,3,1
278,1715,278,2,350000.00,5%,5,5,1
279,1718,279,5,3500000.00,20%,11,14,2
280,1730,280,1,500000.00,5%,4,2,2
281,1738,281,5,5000000.00,20%,10,12,3
282,1750,282,2,350000.00,5%,3,6,1
283,1758,283,5,3500000.00,20%,8,11,2
284,1760,284,6,6500000.00,22%,11,17,3
285,1765,285,6,9000000.00,22%,12,13,3
286,1770,286,1,250000.00,5%,6,6,2
287,1776,287,3,800000.00,10%,4,10,2
288,1782,288,6,9500000.00,22%,20,23,4
289,1788,289,6,6500000.00,22%,13,18,4
290,1789,290,6,8000000.00,22%,19,18,2
291,1790,291,5,4000000.00,20%,12,12,3
292,1796,292,3,800000.00,10%,4,6,1
293,1803,293,3,900000.00,10%,8,5,1
294,1804,294,5,4000000.00,20%,9,11,2
295,1809,295,3,500000.00,10%,7,5,1
296,1814,296,6,9000000.00,22%,20,21,2
297,1820,297,6,8500000.00,22%,17,23,3
298,1823,298,4,2000000.00,15%,7,10,3
299,1826,299,2,400000.00,5%,5,2,2
300,1835,300,2,350000.00,5%,6,4,1
301,1841,301,5,4000000.00,20%,12,13,2
302,1851,302,2,250000.00,5%,5,4,1
303,1854,303,4,1250000.00,15%,10,7,2
304,1860,304,1,400000.00,5%,6,2,1
305,1880,305,6,8500000.00,22%,16,19,2
306,1882,306,2,400000.00,5%,4,5,1
307,1887,307,4,2000000.00,15%,8,9,2
308,1892,308,2,300000.00,5%,4,3,1
309,1893,309,2,300000.00,5%,4,5,2
310,1905,310,1,500000.00,5%,6,6,1
311,1908,311,5,3500000.00,20%,8,14,3
312,1911,312,1,450000.00,5%,6,4,2
313,1928,313,3,500000.00,10%,4,9,2
314,1939,314,5,4000000.00,20%,8,8,2
315,1944,315,3,900000.00,10%,5,7,1
316,1946,316,2,300000.00,5%,3,6,2
317,1949,317,1,250000.00,5%,3,2,1
318,1959,318,3,1000000.00,10%,4,4,1
319,1963,319,1,300000.00,5%,6,3,1
320,1973,320,2,450000.00,5%,6,5,1
321,1976,321,3,500000.00,10%,6,7,2
322,1995,322,2,400000.00,5%,6,4,1
323,1996,323,2,300000.00,5%,4,5,1
324,2002,324,6,8500000.00,22%,17,24,4
325,2014,325,1,450000.00,5%,5,4,2
326,2021,326,5,5000000.00,20%,8,13,2
327,2025,327,5,6000000.00,20%,8,11,2
328,2035,328,1,400000.00,5%,5,6,1
329,2039,329,1,350000.00,5%,6,4,2
330,2049,330,6,10000000.00,22%,13,19,4
331,2062,331,2,450000.00,5%,3,6,1
332,2070,332,3,600000.00,10%,6,8,1
333,2071,333,1,250000.00,5%,6,5,1
334,2083,334,2,350000.00,5%,6,3,1
335,2088,335,1,250000.00,5%,3,3,1
336,2095,336,5,5000000.00,20%,10,13,3
337,2099,337,3,800000.00,10%,8,6,1
338,2117,338,2,350000.00,5%,3,3,2
339,2119,339,4,1750000.00,15%,8,6,3
340,2127,340,1,350000.00,5%,4,2,1
341,2129,341,5,3000000.00,20%,10,13,2
342,2130,342,6,6500000.00,22%,13,12,3
343,2137,343,4,3000000.00,15%,10,10,2
344,2138,344,6,9500000.00,22%,16,19,4
345,2143,345,3,800000.00,10%,7,5,2
346,2146,346,2,300000.00,5%,5,3,1
347,2163,347,4,1000000.00,15%,10,8,2
348,2171,348,6,7500000.00,22%,14,18,2
349,2174,349,3,600000.00,10%,7,10,1
350,2176,350,3,600000.00,10%,7,5,1
351,2177,351,3,1000000.00,10%,7,9,2
352,2192,352,3,900000.00,10%,5,8,2
353,2199,353,2,500000.00,5%,5,4,2
354,2204,354,3,600000.00,10%,8,8,2
355,2241,355,5,3500000.00,20%,11,10,3
356,2247,356,1,450000.00,5%,4,3,1
357,2248,357,2,300000.00,5%,6,2,1
358,2258,358,2,500000.00,5%,4,6,2
359,2291,359,6,9500000.00,22%,12,24,2
360,2292,360,5,5000000.00,20%,8,13,2
361,2296,361,1,500000.00,5%,6,3,2
362,2301,362,3,600000.00,10%,5,5,2
363,2304,363,3,1000000.00,10%,6,5,1
364,2309,364,6,7500000.00,22%,19,22,2
365,2330,365,3,600000.00,10%,6,10,1
366,2336,366,5,5000000.00,20%,12,9,2
367,2337,367,5,6000000.00,20%,9,11,2
368,2344,368,3,700000.00,10%,6,9,2
369,2345,369,3,500000.00,10%,8,6,2
370,2348,370,3,700000.00,10%,5,7,1
371,2354,371,6,8000000.00,22%,13,18,3
372,2358,372,2,300000.00,5%,3,5,1
373,2371,373,3,1000000.00,10%,6,5,1
374,2372,374,4,2250000.00,15%,6,7,2
375,2375,375,4,2750000.00,15%,6,7,2
376,2381,376,4,2250000.00,15%,10,6,2
377,2405,377,2,450000.00,5%,4,4,2
378,2408,378,4,2750000.00,15%,10,10,2
379,2420,379,6,9500000.00,22%,15,18,4
380,2426,380,2,450000.00,5%,6,5,1
381,2431,381,5,5500000.00,20%,11,12,3
382,2432,382,3,900000.00,10%,6,6,2
383,2443,383,4,2500000.00,15%,9,7,3
384,2444,384,4,2250000.00,15%,9,9,3
385,2448,385,1,250000.00,5%,4,6,2
386,2449,386,6,8500000.00,22%,13,22,4
387,2454,387,4,1250000.00,15%,7,11,3
388,2460,388,2,400000.00,5%,4,5,1
389,2464,389,5,5500000.00,20%,9,14,2
390,2466,390,3,800000.00,10%,5,8,2
391,2471,391,2,250000.00,5%,4,5,1
392,2472,392,4,2250000.00,15%,8,9,2
393,2477,393,1,350000.00,5%,5,2,1
394,2481,394,4,1500000.00,15%,6,10,2
395,2485,395,4,1750000.00,15%,6,9,3
396,2489,396,2,400000.00,5%,6,5,2
397,2494,397,6,9500000.00,22%,16,23,2
398,2499,398,5,5500000.00,20%,9,14,3
399,2506,399,6,8500000.00,22%,19,19,4
400,2528,400,4,1250000.00,15%,7,8,3
401,2540,401,4,2250000.00,15%,7,11,2
402,2543,402,2,350000.00,5%,3,4,1
403,2546,403,5,3500000.00,20%,9,14,3
404,2560,404,3,1000000.00,10%,7,7,2
405,2568,405,4,1750000.00,15%,7,6,2
406,2579,406,6,10000000.00,22%,20,24,3
407,2580,407,4,2750000.00,15%,6,7,3
408,2585,408,6,10000000.00,22%,14,20,4
409,2591,409,4,2750000.00,15%,9,6,3
410,2594,410,1,400000.00,5%,5,2,1
411,2595,411,1,500000.00,5%,5,6,2
412,2596,412,1,500000.00,5%,5,3,1
413,2599,413,6,7000000.00,22%,17,18,2
414,2608,414,2,300000.00,5%,6,3,1
415,2618,415,4,1250000.00,15%,8,7,2
416,2640,416,2,350000.00,5%,3,2,1
417,2641,417,2,450000.00,5%,3,4,1
418,2651,418,4,2500000.00,15%,8,9,3
419,2652,419,5,6000000.00,20%,12,10,2
420,2659,420,6,8000000.00,22%,20,17,3
421,2660,421,6,9000000.00,22%,14,17,4
422,2663,422,6,9500000.00,22%,19,12,3
423,2684,423,5,4000000.00,20%,8,12,2
424,2686,424,2,450000.00,5%,4,5,1
425,2688,425,3,800000.00,10%,4,8,2
426,2690,426,2,250000.00,5%,6,5,2
427,2693,427,2,400000.00,5%,3,5,1
428,2696,428,2,250000.00,5%,6,3,1
429,2708,429,5,4000000.00,20%,10,8,2
430,2709,430,6,9000000.00,22%,13,23,2
431,2710,431,4,1750000.00,15%,8,10,2
432,2733,432,1,400000.00,5%,6,4,2
433,2739,433,2,250000.00,5%,4,4,1
434,2743,434,6,9000000.00,22%,17,22,4
435,2744,435,1,500000.00,5%,4,6,2
436,2747,436,2,400000.00,5%,3,5,1
437,2752,437,4,1000000.00,15%,8,9,3
438,2753,438,3,500000.00,10%,5,8,2
439,2756,439,2,450000.00,5%,6,4,2
440,2757,440,2,300000.00,5%,5,6,1
441,2765,441,3,1000000.00,10%,4,10,1
442,2766,442,5,3000000.00,20%,11,12,2
443,2767,443,3,1000000.00,10%,5,7,2
444,2768,444,4,1000000.00,15%,7,11,2
445,2778,445,3,600000.00,10%,7,4,2
446,2784,446,5,5000000.00,20%,8,10,3
447,2793,447,4,1250000.00,15%,7,9,2
448,2795,448,6,7500000.00,22%,16,16,2
449,2796,449,3,900000.00,10%,7,7,1
450,2799,450,6,7500000.00,22%,16,23,4
451,2801,451,4,2500000.00,15%,10,8,2
452,2802,452,3,600000.00,10%,5,10,2
453,2808,453,5,4000000.00,20%,8,10,2
454,2810,454,4,2000000.00,15%,10,11,2
455,2815,455,1,500000.00,5%,3,2,2
456,2829,456,5,3000000.00,20%,8,10,2
457,2833,457,6,7500000.00,22%,10,21,3
458,2835,458,6,9500000.00,22%,14,22,3
459,2840,459,4,1250000.00,15%,7,8,3
460,2841,460,3,800000.00,10%,8,4,1
461,2861,461,2,300000.00,5%,4,4,1
462,2872,462,6,8000000.00,22%,19,14,2
463,2895,463,1,300000.00,5%,5,2,1
464,2900,464,3,800000.00,10%,6,9,1
465,2905,465,4,1750000.00,15%,7,9,3
466,2926,466,2,500000.00,5%,5,2,1
467,2936,467,3,900000.00,10%,8,7,2
468,2947,468,1,500000.00,5%,6,2,1
469,2952,469,4,1750000.00,15%,6,10,3
470,2954,470,3,800000.00,10%,5,8,1
471,2962,471,4,1500000.00,15%,7,9,2
472,2964,472,2,400000.00,5%,5,6,1
473,2965,473,5,5500000.00,20%,11,12,3
474,2974,474,6,8000000.00,22%,15,24,2
475,2978,475,6,10000000.00,22%,11,16,3
476,2979,476,3,900000.00,10%,8,10,2
477,2986,477,4,2000000.00,15%,8,11,3
478,2990,478,3,1000000.00,10%,8,6,2
479,2995,479,1,350000.00,5%,4,4,1
480,2996,480,4,2500000.00,15%,7,6,3
481,2999,481,1,300000.00,5%,6,5,2
482,3008,482,3,600000.00,10%,7,9,2
483,3009,483,4,1750000.00,15%,7,10,3
484,3011,484,1,350000.00,5%,6,6,2
485,3013,485,1,500000.00,5%,3,3,2
486,3016,486,6,7500000.00,22%,12,22,4
487,3021,487,6,9000000.00,22%,10,23,3
488,3025,488,6,7500000.00,22%,10,16,3
489,3030,489,3,600000.00,10%,4,9,1
490,3034,490,5,4500000.00,20%,10,9,3
491,3055,491,3,1000000.00,10%,6,6,1
492,3071,492,1,300000.00,5%,5,3,2
493,3077,493,5,6000000.00,20%,9,11,3
494,3081,494,5,3500000.00,20%,8,13,3
495,3087,495,4,1500000.00,15%,9,7,2
496,3102,496,2,250000.00,5%,6,5,2
497,3103,497,6,6500000.00,22%,13,23,3
498,3110,498,6,7000000.00,22%,10,18,2
499,3111,499,1,250000.00,5%,3,6,1
500,3118,500,4,2750000.00,15%,10,9,2
501,3130,501,4,1750000.00,15%,8,10,3
502,3139,502,3,500000.00,10%,7,8,2
503,3151,503,4,1000000.00,15%,6,8,2
504,3152,504,3,800000.00,10%,8,7,1
505,3156,505,3,600000.00,10%,5,6,2
506,3162,506,5,6000000.00,20%,11,12,2
507,3164,507,3,500000.00,10%,4,10,2
508,3174,508,2,350000.00,5%,3,3,2
509,3184,509,3,900000.00,10%,4,5,2
510,3189,510,3,900000.00,10%,8,9,1
511,3204,511,2,300000.00,5%,4,5,2
512,3208,512,6,8500000.00,22%,13,21,3
513,3222,513,6,7500000.00,22%,20,15,3
514,3229,514,1,400000.00,5%,3,2,1
515,3231,515,5,5000000.00,20%,12,9,3
516,3232,516,2,500000.00,5%,4,3,2
517,3233,517,1,300000.00,5%,4,4,1
518,3239,518,6,9000000.00,22%,10,19,2
519,3240,519,5,4000000.00,20%,12,13,2
520,3242,520,6,8000000.00,22%,19,14,4
521,3245,521,1,300000.00,5%,5,4,1
522,3249,522,2,450000.00,5%,4,3,2
523,3255,523,6,7500000.00,22%,12,12,2
524,3258,524,5,3000000.00,20%,9,12,2
525,3273,525,5,5000000.00,20%,10,14,3
526,3280,526,2,350000.00,5%,6,2,1
527,3297,527,2,450000.00,5%,4,4,2
528,3305,528,4,2250000.00,15%,9,9,3
529,3307,529,5,4000000.00,20%,9,13,3
530,3315,530,5,4000000.00,20%,11,8,3
531,3320,531,5,4000000.00,20%,9,12,3
532,3336,532,1,350000.00,5%,6,4,2
533,3340,533,6,7000000.00,22%,14,16,2
534,3344,534,5,6000000.00,20%,12,11,2
535,3345,535,3,1000000.00,10%,6,5,1
536,3355,536,5,5000000.00,20%,8,10,2
537,3372,537,3,700000.00,10%,5,7,1
538,3374,538,5,3500000.00,20%,10,14,2
539,3376,539,6,7500000.00,22%,14,17,4
540,3377,540,3,800000.00,10%,6,8,1
541,3379,541,4,2250000.00,15%,9,7,2
542,3392,542,2,450000.00,5%,4,2,1
543,3402,543,1,300000.00,5%,3,2,1
544,3410,544,6,7500000.00,22%,15,18,2
545,3420,545,5,3000000.00,20%,11,9,3
546,3428,546,3,500000.00,10%,5,7,1
547,3429,547,1,300000.00,5%,3,5,2
548,3433,548,6,8000000.00,22%,19,12,2
549,3444,549,3,500000.00,10%,5,7,1
550,3454,550,5,4000000.00,20%,10,8,2
551,3490,551,4,2250000.00,15%,7,9,2
552,3500,552,3,900000.00,10%,8,5,2
553,3501,553,1,250000.00,5%,5,5,2
554,3502,554,5,4000000.00,20%,10,11,2
555,3505,555,6,7000000.00,22%,17,15,2
556,3517,556,1,450000.00,5%,6,2,1
557,3520,557,4,2250000.00,15%,9,9,2
558,3523,558,3,1000000.00,10%,4,7,1
559,3525,559,2,250000.00,5%,4,5,2
560,3530,560,2,450000.00,5%,3,6,1
561,3534,561,6,7500000.00,22%,20,18,2
562,3535,562,4,1250000.00,15%,10,9,3
563,3536,563,4,2000000.00,15%,10,7,3
564,3544,564,2,250000.00,5%,5,4,2
565,3552,565,6,7500000.00,22%,10,23,3
566,3554,566,6,7500000.00,22%,14,15,3
567,3559,567,1,350000.00,5%,6,2,2
568,3560,568,6,6500000.00,22%,14,13,2
569,3569,569,6,8000000.00,22%,13,13,2
570,3574,570,4,2000000.00,15%,9,11,2
571,3579,571,4,2500000.00,15%,7,7,2
572,3580,572,2,400000.00,5%,6,3,1
573,3582,573,4,1250000.00,15%,6,9,2
574,3583,574,3,800000.00,10%,7,7,2
575,3588,575,3,700000.00,10%,7,6,2
576,3590,576,4,2750000.00,15%,7,11,3
577,3592,577,1,250000.00,5%,6,5,1
578,3605,578,2,300000.00,5%,3,2,2
579,3607,579,3,900000.00,10%,7,9,2
580,3609,580,5,5000000.00,20%,8,8,2
581,3614,581,3,600000.00,10%,4,5,1
582,3617,582,4,2250000.00,15%,6,8,2
583,3623,583,1,350000.00,5%,3,4,2
584,3625,584,4,1250000.00,15%,6,11,2
585,3626,585,2,450000.00,5%,6,2,1
586,3628,586,2,450000.00,5%,4,4,2
587,3634,587,2,400000.00,5%,5,3,2
588,3644,588,2,300000.00,5%,3,3,1
589,3648,589,3,800000.00,10%,7,4,2
590,3649,590,3,900000.00,10%,4,4,2
591,3652,591,3,1000000.00,10%,8,4,1
592,3656,592,2,500000.00,5%,3,2,1
593,3673,593,5,4500000.00,20%,8,9,3
594,3684,594,1,250000.00,5%,5,6,1
595,3690,595,4,2500000.00,15%,6,10,2
596,3694,596,4,1500000.00,15%,7,11,3
597,3708,597,5,4000000.00,20%,10,9,2
598,3717,598,6,10000000.00,22%,12,19,3
599,3722,599,3,900000.00,10%,5,5,2
600,3723,600,6,8500000.00,22%,14,17,4
601,3724,601,3,700000.00,10%,6,7,1
