243,960,39,3700000.00,No
244,962,27,4800000.00,No
245,966,1,2400000.00,No
246,977,40,2000000.00,Si
247,979,36,800000.00,No
248,983,41,3700000.00,Si
249,984,16,700000.00,No
250,986,29,2300000.00,No
251,987,16,1900000.00,No
252,994,27,1900000.00,No
253,999,7,5000000.00,No
254,1008,16,3300000.00,Si
255,1015,24,2800000.00,No
256,1022,25,3800000.00,No
257,1023,32,4700000.00,No
258,1027,2,3500000.00,No
259,1036,20,4000000.00,No
260,1045,49,3800000.00,No
261,1049,16,1300000.00,No
262,1050,7,3100000.00,No
263,1054,5,2700000.00,No
264,1056,28,4200000.00,No
265,1058,26,1000000.00,No
266,1060,5,2100000.00,Si
267,1061,30,2000000.00,No
268,1073,27,4700000.00,Si
269,1080,43,2100000.00,No
270,1083,20,4800000.00,No
271,1085,34,4200000.00,Si
272,1097,18,1700000.00,No
273,1108,53,1300000.00,No
274,1109,6,1000000.00,No
275,1115,46,3500000.00,No
276,1118,41,1600000.00,No
277,1125,9,1900000.00,No
278,1126,41,4900000.00,No
279,1128,36,3600000.00,No
280,1130,16,4300000.00,Si
281,1133,33,2700000.00,No
282,1143,11,2800000.00,No
283,1147,36,2000000.00,Si
284,1151,13,4800000.00,No
285,1154,44,4800000.00,No
286,1156,9,3600000.00,No
287,1192,44,4400000.00,Si
288,1196,9,2200000.00,No
289,1219,38,5000000.00,No
290,1221,23,2700000.00,No
291,1231,3,3800000.00,No
292,1233,2,2800000.00,Si
293,1244,21,4800000.00,No
294,1250,53,900000.00,No
295,1262,42,1300000.00,No
296,1272,4,3900000.00,No
297,1277,1,4800000.00,No
298,1282,26,1300000.00,No
299,1286,47,1200000.00,Si
300,1288,4,1000000.00,No
301,1290,34,2300000.00,Si
302,1296,2,1200000.00,Si
303,1302,17,3400000.00,No
304,1308,50,2200000.00,No
305,1316,12,1500000.00,No
306,1318,6,3200000.00,Si
307,1327,53,4200000.00,No
308,1331,32,700000.00,No
309,1336,32,2700000.00,No
310,1337,25,2100000.00,No
311,1347,24,1300000.00,No
312,1355,2,4500000.00,No
313,1358,52,2200000.00,No
314,1362,1,4900000.00,No
315,1363,31,3400000.00,No
316,1381,46,5000000.00,No
317,1382,45,4300000.00,No
318,1387,51,1300000.00,Si
319,1388,11,4000000.00,No
320,1390,34,3200000.00,No
321,1404,41,5000000.00,Si
322,1420,26,3400000.00,No
323,1425,2,2500000.00,Si
324,1431,28,1400000.00,No
325,1433,38,4000000.00,No
326,1436,11,3800000.00,No
327,1438,7,2100000.00,No
328,1441,3,2100000.00,Si
329,1444,24,4800000.00,Si
330,1448,22,1300000.00,No
331,1453,8,4700000.00,No
332,1462,37,1100000.00,No
333,1463,1,2700000.00,Si
334,1467,16,2300000.00,No
335,1473,5,1600000.00,No
336,1474,1,4800000.00,No
337,1481,20,2700000.00,Si
338,1491,21,1000000.00,Si
339,1493,36,4800000.00,No
340,1497,52,1900000.00,Si
341,1511,3,3100000.00,Si
342,1528,6,2100000.00,No
343,1529,33,2300000.00,No
344,1537,42,2900000.00,No
345,1545,45,4900000.00,No
346,1547,27,3400000.00,No
347,1551,15,900000.00,No
348,1556,11,3300000.00,No
349,1559,23,4200000.00,No
350,1567,24,800000.00,Si
351,1575,21,2600000.00,No
352,1581,36,4600000.00,Si
353,1583,40,700000.00,Si
354,1592,24,4800000.00,No
355,1601,19,3300000.00,No
356,1606,31,4600000.00,No
357,1610,30,3800000.00,No
358,1613,23,4600000.00,No
359,1623,22,4900000.00,No
360,1625,1,3300000.00,No
361,1639,41,700000.00,No
362,1644,10,4900000.00,No
363,1646,22,3100000.00,No
364,1649,41,2000000.00,No
365,1653,50,2800000.00,No
366,1661,1,2800000.00,Si
367,1662,38,3000000.00,No
368,1668,25,2700000.00,Si
369,1669,7,2600000.00,No
370,1673,18,4400000.00,No
371,1680,21,5000000.00,No
372,1709,40,3300000.00,No
373,1716,1,1700000.00,No
374,1717,7,1300000.00,No
375,1724,5,1300000.00,No
376,1726,15,900000.00,No
377,1732,19,1600000.00,No
378,1733,35,2100000.00,Si
379,1734,46,3100000.00,No
380,1735,6,900000.00,No
381,1737,9,4100000.00,Si
382,1739,23,1800000.00,No
383,1740,33,1200000.00,No
384,1746,41,1200000.00,No
385,1748,51,1900000.00,Si
386,1756,45,4500000.00,No
387,1763,43,3300000.00,No
388,1764,27,900000.00,No
389,1767,10,2200000.00,Si
390,1774,41,1700000.00,No
391,1777,41,4900000.00,No
392,1780,49,2100000.00,No
393,1783,35,2400000.00,Si
394,1791,6,1100000.00,No
395,1792,31,2800000.00,No
396,1797,41,3300000.00,No
397,1801,41,1900000.00,No
398,1813,48,1300000.00,No
399,1815,39,2300000.00,No
400,1821,6,1100000.00,No
401,1822,34,4000000.00,No
402,1844,30,4000000.00,No
403,1853,50,4600000.00,No
404,1862,1,1800000.00,Si
405,1864,35,5000000.00,Si
406,1879,39,2300000.00,Si
407,1884,50,2900000.00,No
408,1894,19,3100000.00,No
409,1898,33,3400000.00,No
410,1902,49,2300000.00,No
411,1910,3,2300000.00,No
412,1912,21,2000000.00,No
413,1913,44,2500000.00,Si
414,1937,46,4600000.00,No
415,1947,27,4800000.00,No
416,1950,29,1200000.00,No
417,1957,28,2100000.00,No
418,1958,11,900000.00,No
419,1960,40,2600000.00,No
420,1961,53,4200000.00,No
421,1965,53,3300000.00,No
422,1966,19,2200000.00,Si
423,1967,9,1100000.00,No
424,1980,44,1000000.00,No
425,1987,41,2200000.00,No
426,1988,6,1500000.00,No
427,1992,3,500000.00,No
428,1998,17,4400000.00,Si
429,1999,22,900000.00,No
430,2001,7,4500000.00,No
431,2003,41,1200000.00,No
432,2005,26,2500000.00,No
433,2007,26,4200000.00,No
434,2012,39,3900000.00,No
435,2013,14,3700000.00,Si
436,2016,22,3100000.00,No
437,2027,15,4800000.00,No
438,2028,21,4400000.00,Si
439,2031,31,2200000.00,No
440,2032,34,1600000.00,Si
441,2037,20,4900000.00,Si
442,2038,1,2900000.00,No
443,2043,12,5000000.00,No
444,2048,25,900000.00,No
445,2054,34,3600000.00,No
446,2055,13,2800000.00,Si
447,2057,5,2300000.00,No
448,2059,19,600000.00,No
449,2060,50,800000.00,No
450,2074,22,3000000.00,Si
451,2077,5,1600000.00,No
452,2078,53,1900000.00,No
453,2081,9,3700000.00,Si
454,2104,32,4000000.00,No
455,2112,36,1000000.00,No
456,2126,42,1700000.00,No
457,2128,3,1200000.00,No
458,2139,24,3500000.00,Si
459,2141,36,2600000.00,Si
460,2148,15,1000000.00,No
461,2150,45,2700000.00,Si
462,2153,49,3500000.00,No
463,2157,28,2000000.00,No
464,2159,32,3300000.00,No
465,2165,44,4700000.00,No
466,2166,22,900000.00,No
467,2167,18,3400000.00,No
468,2170,7,600000.00,Si
469,2172,52,900000.00,No
470,2175,4,500000.00,No
471,2179,11,2700000.00,No
472,2181,26,4900000.00,Si
473,2183,6,3000000.00,No
474,2185,13,1800000.00,No
475,2186,51,4100000.00,No
476,2196,50,1700000.00,No
477,2201,3,3000000.00,No
478,2210,4,2100000.00,No
479,2211,21,2600000.00,No
480,2214,17,2000000.00,No
481,2219,18,2600000.00,No
482,2226,42,1900000.00,Si
483,2229,25,4200000.00,No
484,2232,22,1600000.00,No
485,2234,3,700000.00,No
486,2236,48,2000000.00,No
487,2238,51,1500000.00,Si
488,2244,31,4800000.00,No
489,2259,9,5000000.00,No
490,2260,4,900000.00,No
491,2261,29,3100000.00,No
492,2264,27,2600000.00,No
493,2265,22,3800000.00,No
494,2271,30,2100000.00,No
495,2273,43,1800000.00,No
496,2275,15,1300000.00,No
497,2277,15,1300000.00,No
498,2280,36,3800000.00,Si
499,2282,49,2400000.00,No
500,2283,11,2400000.00,No
501,2287,35,2600000.00,No
502,2302,4,3700000.00,No
503,2303,14,3000000.00,No
504,2307,29,3600000.00,No
505,2313,23,1200000.00,No
506,2315,32,1300000.00,No
507,2327,38,3200000.00,No
508,2329,2,3600000.00,No
509,2332,37,2600000.00,Si
510,2335,20,1100000.00,No
511,2340,44,2600000.00,No
512,2349,12,1400000.00,No
513,2351,47,4000000.00,No
514,2359,24,4800000.00,Si
515,2361,53,4200000.00,No
516,2368,22,4000000.00,No
517,2387,19,4600000.00,No
518,2400,23,1100000.00,No
519,2402,36,1400000.00,No
520,2404,43,1200000.00,No
521,2413,21,2500000.00,No
522,2415,7,3400000.00,No
523,2417,27,2000000.00,No
524,2418,32,1600000.00,Si
525,2429,37,2300000.00,Si
526,2441,25,500000.00,No
527,2447,27,2900000.00,Si
528,2451,29,4900000.00,No
529,2452,50,1300000.00,No
530,2456,44,600000.00,No
531,2458,34,2900000.00,No
532,2462,31,1800000.00,No
533,2476,37,2300000.00,No
534,2482,6,1600000.00,No
535,2486,22,3500000.00,Si
536,2497,31,4300000.00,No
537,2502,33,1900000.00,Si
538,2511,20,3000000.00,No
539,2514,14,1300000.00,No
540,2523,24,3800000.00,No
541,2530,18,4800000.00,No
542,2533,24,4900000.00,No
543,2535,47,4100000.00,No
544,2551,32,3400000.00,No
545,2556,45,4500000.00,Si
546,2557,21,2900000.00,No
547,2558,41,3500000.00,No
548,2564,40,1100000.00,Si
549,2566,51,2800000.00,No
550,2574,39,3400000.00,No
551,2577,13,3200000.00,No
552,2578,36,4300000.00,No
553,2584,26,2600000.00,No
554,2589,37,4300000.00,Si
555,2590,30,2900000.00,Si
556,2592,28,2800000.00,No
557,2593,32,600000.00,Si
558,2600,27,4700000.00,No
559,2602,42,2500000.00,No
560,2603,32,2500000.00,No
561,2610,53,3700000.00,No
562,2614,47,3500000.00,No
563,2615,51,4800000.00,No
564,2623,19,3700000.00,No
565,2630,41,4100000.00,Si
566,2644,32,1500000.00,No
567,2645,51,2500000.00,No
568,2648,16,2900000.00,No
569,2654,34,2200000.00,No
570,2662,43,3800000.00,No
571,2665,3,4800000.00,No
572,2671,53,2900000.00,Si
573,2672,17,4700000.00,Si
574,2675,24,600000.00,No
575,2678,29,3100000.00,No
576,2697,14,2500000.00,Si
577,2702,34,2200000.00,No
578,2704,30,5000000.00,No
579,2706,52,2000000.00,No
580,2714,26,3500000.00,No
581,2716,25,600000.00,No
582,2719,16,2900000.00,No
583,2721,51,3100000.00,No
584,2725,46,2100000.00,No
585,2745,46,4400000.00,No
586,2746,33,3600000.00,No
587,2755,46,1300000.00,No
588,2759,25,1800000.00,No
589,2760,37,1100000.00,No
590,2780,7,1100000.00,No
591,2787,45,1600000.00,No
592,2788,36,4900000.00,Si
593,2789,17,1100000.00,No
594,2790,40,4500000.00,Si
595,2798,10,1600000.00,Si
596,2805,36,4300000.00,No
597,2811,5,4500000.00,No
598,2814,43,1200000.00,No
599,2818,21,1500000.00,No
600,2821,48,4100000.00,No
601,2823,5,4800000.00,No
602,2831,33,2200000.00,No
603,2843,3,3500000.00,No
604,2844,36,4700000.00,No
605,2845,24,2400000.00,No
606,2849,48,2400000.00,No
607,2858,13,900000.00,No
608,2859,37,900000.00,Si
609,2870,11,4000000.00,No
610,2873,28,3400000.00,No
611,2874,29,3400000.00,No
612,2878,10,900000.00,Si
613,2882,14,3000000.00,No
614,2883,46,500000.00,No
615,2894,49,3400000.00,No
616,2897,20,1700000.00,No
617,2906,36,4000000.00,No
618,2909,22,3300000.00,No
619,2911,25,3600000.00,No
620,2914,34,1500000.00,No
621,2916,22,3500000.00,Si
622,2920,22,1500000.00,No
623,2921,39,1600000.00,No
624,2925,17,600000.00,No
625,2928,52,2400000.00,No
626,2934,42,1000000.00,No
627,2944,26,2200000.00,No
628,2946,50,1500000.00,No
629,2948,27,3100000.00,Si
630,2958,45,3400000.00,No
631,2967,45,3500000.00,No
632,2970,31,1400000.00,No
633,2973,7,4400000.00,No
634,2975,27,2900000.00,No
635,2980,18,4700000.00,No
636,2991,41,1300000.00,No
637,2992,9,1100000.00,No
638,2994,4,4100000.00,No
639,3000,12,3400000.00,No
640,3001,53,700000.00,No
641,3005,2,4600000.00,No
642,3007,50,1100000.00,No
643,3023,16,4900000.00,No
644,3031,7,2400000.00,No
645,3036,1,3900000.00,No
646,3042,36,3000000.00,No
647,3046,34,3800000.00,No
648,3047,26,1000000.00,No
649,3048,36,2000000.00,No
650,3063,22,4800000.00,No
651,3064,33,1000000.00,No
652,3069,41,4100000.00,No
653,3070,33,1700000.00,No
654,3072,42,1700000.00,No
655,3073,21,1600000.00,No
656,3079,46,1900000.00,No
657,3085,24,900000.00,No
658,3088,16,3100000.00,No
659,3091,29,1800000.00,Si
660,3092,13,2600000.00,No
661,3100,18,800000.00,No
662,3108,10,4000000.00,No
663,3113,7,3600000.00,No
664,3115,34,1500000.00,No
665,3120,16,3200000.00,Si
666,3129,33,3100000.00,No
667,3136,53,3500000.00,No
668,3141,42,1000000.00,No
669,3143,29,3700000.00,No
670,3148,21,3900000.00,Si
671,3154,39,4500000.00,No
672,3155,32,2600000.00,No
673,3158,48,3000000.00,No
674,3161,40,1400000.00,No
675,3173,3,2100000.00,No
676,3179,35,3200000.00,Si
677,3181,23,1100000.00,No
678,3183,42,3200000.00,Si
679,3186,42,4600000.00,No
680,3212,25,2900000.00,Si
681,3217,7,4100000.00,No
682,3226,33,3600000.00,No
683,3227,52,2900000.00,No
684,3235,26,1300000.00,No
685,3238,41,3300000.00,No
686,3251,1,1500000.00,No
687,3253,34,1400000.00,No
688,3257,45,3900000.00,No
689,3260,25,2900000.00,No
690,3265,47,1900000.00,No
691,3267,23,500000.00,No
692,3270,13,1700000.00,No
693,3275,25,3100000.00,No
694,3279,39,2000000.00,No
695,3285,23,1200000.00,No
696,3288,15,3800000.00,No
697,3290,53,4900000.00,No
698,3291,6,4300000.00,No
699,3292,32,3400000.00,No
700,3295,44,500000.00,No
701,3304,36,3500000.00,Si
702,3308,33,600000.00,No
703,3309,24,4900000.00,Si
704,3312,14,500000.00,No
705,3316,44,1500000.00,No
706,3326,6,4700000.00,No
707,3329,15,4000000.00,No
708,3331,48,3500000.00,No
709,3333,39,2600000.00,No
710,3342,47,3800000.00,No
711,3348,29,900000.00,No
712,3349,4,1100000.00,No
713,3353,43,1600000.00,Si
714,3356,11,500000.00,No
715,3359,31,900000.00,No
716,3360,25,1800000.00,Si
717,3362,5,2200000.00,Si
718,3364,37,900000.00,No
719,3365,20,2000000.00,No
720,3375,24,4900000.00,No
721,3385,52,800000.00,No
722,3389,10,1900000.00,No
723,3391,11,2600000.00,No
724,3398,4,3800000.00,No
725,3399,25,4700000.00,Si
726,3407,52,4700000.00,No
727,3409,43,3800000.00,No
728,3411,27,2800000.00,No
729,3412,37,4000000.00,Si
730,3413,43,2500000.00,No
731,3414,6,4400000.00,Si
732,3422,21,700000.00,No
733,3427,6,5000000.00,Si
734,3431,41,700000.00,No
735,3432,42,5000000.00,No
736,3439,32,1600000.00,No
737,3440,2,2800000.00,No
738,3443,31,3800000.00,No
739,3446,20,2400000.00,No
740,3452,5,2900000.00,No
741,3456,49,2900000.00,No
742,3467,35,3400000.00,No
743,3476,11,2900000.00,Si
744,3479,24,2700000.00,No
745,3480,27,5000000.00,Si
746,3482,16,1300000.00,No
747,3483,7,2100000.00,Si
748,3484,44,2400000.00,No
749,3486,43,4200000.00,Si
750,3487,38,4200000.00,No
751,3489,35,1300000.00,No
752,3492,33,1200000.00,No
753,3497,22,1400000.00,No
754,3498,16,1800000.00,No
755,3503,7,3100000.00,No
756,3506,14,4000000.00,No
757,3521,48,4900000.00,No
758,3545,6,2500000.00,No
759,3548,9,600000.00,No
760,3551,36,2300000.00,No
761,3553,35,2300000.00,No
762,3572,42,4400000.00,No
763,3573,10,1700000.00,No
764,3594,35,600000.00,Si
765,3596,41,3500000.00,Si
766,3597,41,4500000.00,No
767,3598,35,1700000.00,No
768,3603,46,2300000.00,No
769,3618,38,3800000.00,Si
770,3619,45,800000.00,No
771,3620,39,4200000.00,No
772,3635,39,3100000.00,Si
773,3638,44,1200000.00,No
774,3640,17,2800000.00,No
775,3646,31,2900000.00,Si
776,3653,46,2300000.00,No
777,3659,21,3100000.00,No
778,3662,53,2500000.00,No
779,3664,35,2900000.00,Si
780,3665,51,4700000.00,Si
781,3666,19,3900000.00,No
782,3670,15,1000000.00,No
783,3672,52,1500000.00,No
784,3682,18,1600000.00,No
785,3685,32,1000000.00,No
786,3686,22,4400000.00,No
787,3689,4,2600000.00,No
788,3700,3,1800000.00,No
789,3702,30,500000.00,Si
790,3703,35,1800000.00,No
791,3711,44,3900000.00,Si
792,3712,29,1300000.00,No
793,3725,40,4300000.00,No
794,3729,53,500000.00,No
795,3735,5,5000000.00,No
796,3738,27,3600000.00,No
797,3743,50,4400000.00,Si
798,3750,32,1200000.00,Si
799,3758,50,1100000.00,No
800,3759,2,3900000.00,Si
801,3762,5,3300000.00,No
802,3769,51,3900000.00,Si
803,3781,15,1200000.00,No
804,3786,13,3000000.00,No
805,3791,18,700000.00,Si
806,3795,48,3600000.00,No
807,3811,49,3900000.00,No
808,3812,26,4900000.00,No
809,3814,16,2400000.00,No
810,3815,1,3700000.00,Si
811,3818,33,3900000.00,No
812,3819,42,1800000.00,No
813,3823,44,2100000.00,Si
814,3825,22,3400000.00,No
815,3828,5,4000000.00,No
816,3843,20,3400000.00,No
817,3848,19,3800000.00,No
818,3850,51,2300000.00,No
819,3852,41,3100000.00,No
820,3857,12,2000000.00,No
821,3863,33,1900000.00,No
822,3867,9,3800000.00,Si
823,3870,4,5000000.00,Si
824,3874,11,1700000.00,No
825,3884,22,4200000.00,No
826,3885,28,3600000.00,No
827,3888,5,4100000.00,Si
828,3893,36,3900000.00,No
829,3900,16,1100000.00,No
830,3901,13,1700000.00,No
831,3902,31,3900000.00,No
832,3912,12,800000.00,No
833,3922,39,2400000.00,Si
834,3933,37,700000.00,No
835,3934,25,3400000.00,Si
836,3936,11,3600000.00,No
837,3951,28,2900000.00,No
838,3953,20,2500000.00,No
839,3954,28,4700000.00,Si
840,3958,41,2300000.00,No
841,3961,15,2100000.00,No
842,3966,22,3500000.00,No
843,3971,9,4900000.00,No
844,3979,52,1100000.00,No
845,3982,34,4600000.00,No
846,3983,35,2400000.00,No
847,3996,45,2700000.00,Si
848,4006,8,3300000.00,No
849,4013,44,3500000.00,No
850,4014,33,3700000.00,No
851,4017,13,1500000.00,No
852,4019,49,1600000.00,No
853,4024,52,600000.00,No
854,4026,6,3500000.00,No
855,4034,31,1600000.00,No
856,4042,44,2100000.00,No
857,4045,22,2000000.00,No
858,4046,38,2700000.00,No
859,4064,27,2200000.00,No
860,4065,43,4500000.00,No
861,4070,24,4000000.00,No
862,4071,33,3300000.00,No
863,4075,1,3500000.00,No
864,4076,44,4400000.00,Si
865,4088,48,4700000.00,No
866,4089,34,1000000.00,Si
867,4090,6,4900000.00,No
868,4104,7,4600000.00,No
869,4107,44,1000000.00,No
870,4117,50,600000.00,No
871,4119,47,1900000.00,No
872,4121,23,4900000.00,No
873,4128,1,1300000.00,No
874,4131,26,2000000.00,No
875,4133,45,3800000.00,No
876,4135,30,1300000.00,No
877,4141,33,4400000.00,No
878,4147,40,1100000.00,No
879,4152,3,900000.00,Si
880,4156,25,2900000.00,No
881,4158,7,1100000.00,No
882,4166,21,4500000.00,No
883,4171,50,800000.00,Si
884,4182,20,2000000.00,Si
885,4183,21,1000000.00,Si
886,4187,48,4300000.00,No
887,4188,2,4400000.00,No
888,4189,9,4400000.00,No
889,4192,28,3600000.00,No
890,4197,50,800000.00,Si
891,4199,52,2600000.00,No
892,4202,25,3500000.00,No
893,4204,8,2600000.00,No
894,4209,10,2800000.00,Si
895,4210,42,5000000.00,No
896,4216,27,2300000.00,Si
897,4218,21,800000.00,No
898,4220,10,800000.00,No
899,4226,39,3200000.00,No
900,4232,48,4400000.00,No
901,4237,25,3400000.00,No
902,4244,43,3000000.00,Si
903,4252,32,1900000.00,No
904,4255,40,3800000.00,No
905,4258,52,3900000.00,No
906,4262,31,4200000.00,Si
907,4263,15,4700000.00,No
908,4264,5,1200000.00,No
909,4267,19,4300000.00,No
910,4270,3,3200000.00,No
911,4271,27,2000000.00,No
912,4273,38,1900000.00,Si
913,4286,36,4700000.00,Si
914,4288,16,4600000.00,No
915,4290,31,1500000.00,Si
916,4296,9,800000.00,No
917,4303,34,1000000.00,No
918,4307,10,2500000.00,No
919,4316,42,1200000.00,No
920,4320,18,4500000.00,No
921,4326,15,800000.00,No
922,4327,16,3800000.00,Si
923,4330,50,1900000.00,No
924,4334,28,4200000.00,Si
925,4336,34,3200000.00,No
926,4338,23,4200000.00,No
927,4339,39,5000000.00,No
928,4344,39,1100000.00,No
929,4346,3,2800000.00,No
930,4347,30,3900000.00,No
931,4348,31,500000.00,No
932,4356,51,1300000.00,No
933,4362,50,2200000.00,No
934,4363,44,4400000.00,No
935,4366,1,600000.00,No
936,4375,20,800000.00,No
937,4380,4,3600000.00,No
938,4396,46,3400000.00,No
939,4398,39,4900000.00,No
940,4405,30,2800000.00,No
941,4412,27,3400000.00,No
942,4423,27,4300000.00,No
943,4424,14,900000.00,No
944,4432,30,1500000.00,Si
